Student_ID,Age,Gender,Field_of_Study,Year_of_Study,University_Location,GPA,Relevant_Coursework,Prior_Employment,Employment_Type,Entrepreneurial_Experience,Startup_Participation,Career_Interests,Entrepreneurial_Aspirations,Career_Guidance_Satisfaction,Recommended_Career_Path,Entrepreneurship_Suitability_Score,Top_Recommended_Industries,Predicted_Job_Success_Probability,User_Satisfaction,Followed_Recommendations,Employment_Status_Post_Graduation
S0617,20,Female,Arts,3,Region C,3.19,0,1,Internship,0,1,Finance,High,2,Design,46,Education,2,6,1,Employed
S0618,27,Female,Business,2,Region A,3.18,1,1,Full-Time,1,1,Business,High,5,Finance,33,Education,94,1,0,Unemployed
S0619,22,Male,Business,1,Region C,2.13,1,1,Full-Time,0,1,Healthcare,High,4,Finance,1,Healthcare,24,7,0,Unemployed
S0620,22,Female,Arts,1,Region C,3.66,1,0,Part-Time,0,1,Design,Medium,8,Finance,66,Finance,7,5,0,Self-Employed
S0621,20,Female,Engineering,4,Region A,2.35,1,1,Full-Time,1,1,Healthcare,High,5,Design,93,Design,64,4,0,Unemployed
S0622,29,Male,Engineering,4,Region B,3.45,0,1,Internship,1,1,Business,High,9,Finance,71,Healthcare,61,9,1,Employed
S0623,26,Female,Law,1,Region C,3.55,1,1,Internship,1,1,Design,Medium,9,Healthcare,51,Finance,6,10,1,Self-Employed
S0624,21,Male,Science,3,Region A,3.43,1,1,Full-Time,1,1,Design,High,3,Tech,6,Healthcare,6,1,1,Unemployed
S0625,28,Male,Arts,5,Region C,3.16,0,0,Internship,0,0,Tech,Medium,10,Tech,75,Tech,7,4,0,Unemployed
S0626,22,Other,Arts,5,Region B,2.03,1,1,Part-Time,0,1,Business,Low,6,Business,18,Finance,18,3,1,Employed
S0627,21,Male,Arts,1,Region A,2.72,1,1,Internship,0,1,Business,High,6,Healthcare,89,Design,16,6,1,Self-Employed
S0628,22,Female,Engineering,1,Region A,3.21,1,1,Part-Time,1,1,Tech,Medium,4,Design,91,Design,10,5,1,Unemployed
S0629,24,Female,Science,1,Region A,2.77,1,1,Internship,0,1,Healthcare,Low,10,Tech,14,Finance,48,7,1,Unemployed
S0630,26,Male,Law,3,Region B,3.73,0,0,Part-Time,0,1,Tech,High,3,Finance,77,Healthcare,10,1,1,Self-Employed
S0631,24,Female,Business,4,Region C,2.62,1,1,Part-Time,1,1,Business,High,1,Business,47,Education,40,5,1,Self-Employed
S0632,22,Female,Business,1,Region A,2.59,1,1,Full-Time,0,0,Healthcare,Medium,7,Business,13,Finance,61,2,0,Unemployed
S0633,27,Male,Arts,1,Region C,2.53,0,0,Part-Time,1,1,Design,Low,5,Tech,2,Design,51,2,1,Unemployed
S0634,27,Female,Science,2,Region C,2.67,1,1,Full-Time,1,0,Tech,Medium,10,Healthcare,49,Tech,65,2,1,Employed
S0635,24,Female,Engineering,3,Region B,3.11,1,0,Internship,1,1,Healthcare,High,7,Business,92,Design,67,9,1,Self-Employed
S0636,27,Female,Science,1,Region A,3.41,1,0,Internship,1,1,Healthcare,High,1,Tech,53,Education,91,10,1,Unemployed
S0637,22,Female,Science,2,Region C,3.33,1,0,Internship,1,1,Healthcare,High,8,Healthcare,5,Design,96,3,0,Unemployed
S0638,20,Male,Engineering,5,Region A,3.62,1,0,Part-Time,0,1,Tech,High,3,Tech,48,Education,74,4,1,Unemployed
S0639,24,Female,Arts,1,Region A,3.77,1,1,Internship,1,0,Design,Low,7,Tech,22,Finance,66,5,1,Unemployed
S0640,28,Female,Science,1,Region B,3.63,1,0,Internship,1,0,Healthcare,Low,3,Healthcare,91,Design,39,4,1,Employed
S0641,28,Female,Business,2,Region A,2.04,1,0,Full-Time,0,1,Tech,Medium,3,Healthcare,77,Healthcare,4,4,0,Self-Employed
S0642,19,Female,Engineering,3,Region A,3.47,0,1,Full-Time,0,1,Business,Medium,10,Healthcare,77,Healthcare,84,5,1,Unemployed
S0643,29,Female,Law,1,Region C,2.42,1,1,Internship,1,1,Tech,Medium,9,Tech,19,Design,21,10,1,Self-Employed
S0644,26,Female,Arts,5,Region B,2.27,1,1,Internship,1,1,Tech,High,2,Business,76,Design,36,9,1,Self-Employed
S0645,27,Female,Engineering,1,Region A,3.28,1,1,Part-Time,1,1,Tech,Medium,4,Design,90,Tech,10,9,0,Unemployed
S0646,27,Female,Law,5,Region C,2.64,1,1,Part-Time,1,1,Healthcare,Low,6,Design,59,Design,43,6,0,Unemployed
S0647,29,Female,Law,4,Region B,2.11,1,0,Internship,0,1,Tech,Medium,3,Tech,98,Tech,85,3,1,Unemployed
S0648,18,Female,Science,4,Region B,2.28,1,1,Full-Time,1,1,Business,Medium,10,Tech,44,Tech,52,6,0,Employed
S0649,23,Female,Science,5,Region C,2.0,0,0,Internship,1,1,Healthcare,Low,10,Business,60,Tech,76,10,1,Unemployed
S0650,24,Male,Science,3,Region C,3.81,0,1,Part-Time,0,1,Business,Low,7,Healthcare,55,Tech,60,4,1,Self-Employed
S0651,25,Male,Engineering,1,Region C,2.05,1,0,Full-Time,1,0,Finance,High,7,Tech,1,Finance,66,3,1,Self-Employed
S0652,27,Male,Engineering,1,Region C,2.42,1,1,Full-Time,1,1,Tech,Low,5,Finance,44,Healthcare,12,6,1,Employed
S0653,26,Female,Arts,4,Region C,2.83,0,1,Part-Time,1,1,Healthcare,Low,3,Healthcare,39,Tech,91,6,0,Unemployed
S0654,19,Female,Science,5,Region A,2.71,0,1,Internship,0,1,Healthcare,Medium,2,Tech,23,Healthcare,10,2,1,Unemployed
S0655,28,Female,Law,1,Region A,3.82,1,0,Internship,1,1,Tech,Low,4,Finance,28,Tech,10,9,1,Employed
S0656,27,Male,Business,1,Region B,2.08,1,1,Internship,1,0,Design,High,4,Business,66,Healthcare,84,8,1,Employed
S0657,19,Female,Arts,3,Region A,3.02,1,1,Part-Time,1,0,Design,Medium,8,Finance,67,Design,84,6,1,Unemployed
S0658,22,Male,Engineering,2,Region A,3.36,1,1,Full-Time,1,1,Business,High,8,Tech,65,Design,6,1,1,Unemployed
S0659,22,Male,Arts,4,Region A,3.86,0,0,Part-Time,0,1,Tech,Low,5,Design,83,Healthcare,16,2,0,Self-Employed
S0660,23,Female,Arts,4,Region C,3.24,1,0,Internship,1,1,Tech,High,6,Tech,53,Tech,47,4,1,Unemployed
S0661,20,Female,Arts,2,Region B,3.61,1,1,Part-Time,1,1,Finance,High,8,Design,52,Finance,13,7,1,Unemployed
S0662,25,Male,Arts,1,Region B,2.17,1,1,Full-Time,0,1,Design,Low,1,Business,78,Healthcare,62,9,1,Self-Employed
S0663,18,Male,Business,3,Region B,2.77,0,1,Part-Time,1,1,Design,Low,5,Business,48,Education,63,10,1,Self-Employed
S0664,23,Male,Science,3,Region B,2.75,0,1,Internship,1,1,Tech,Medium,4,Healthcare,31,Finance,96,5,0,Self-Employed
S0665,21,Male,Law,4,Region A,3.77,0,1,Full-Time,1,1,Business,Medium,4,Healthcare,60,Education,74,10,1,Self-Employed
S0666,18,Female,Arts,3,Region A,2.3,1,1,Part-Time,0,1,Tech,Medium,2,Design,41,Healthcare,76,2,1,Employed
S0667,24,Male,Arts,2,Region C,2.3,1,1,Part-Time,1,1,Business,Low,10,Design,0,Tech,64,1,0,Self-Employed
S0668,26,Female,Arts,1,Region B,2.66,1,0,Full-Time,1,0,Design,High,1,Business,62,Education,33,10,1,Employed
S0669,21,Female,Science,2,Region A,2.11,1,1,Full-Time,1,1,Finance,High,6,Finance,34,Healthcare,8,1,0,Self-Employed
S0670,21,Male,Engineering,5,Region A,2.36,1,0,Internship,1,0,Healthcare,Medium,7,Design,50,Finance,76,5,1,Self-Employed
S0671,23,Male,Engineering,4,Region C,3.93,1,0,Full-Time,1,1,Design,Medium,5,Design,70,Tech,36,7,0,Self-Employed
S0672,29,Male,Business,3,Region C,2.86,0,0,Internship,0,1,Business,Low,8,Finance,44,Education,29,9,1,Unemployed
S0673,20,Male,Engineering,5,Region C,3.26,1,0,Part-Time,1,1,Tech,High,9,Healthcare,76,Healthcare,40,9,0,Employed
S0674,29,Male,Arts,3,Region A,3.45,1,1,Internship,1,1,Design,Medium,2,Healthcare,64,Tech,44,8,1,Self-Employed
S0675,23,Female,Arts,1,Region A,2.73,1,1,Part-Time,1,1,Finance,Low,4,Design,13,Tech,100,1,1,Unemployed
S0676,24,Male,Arts,1,Region C,2.29,1,1,Full-Time,0,1,Business,Medium,9,Healthcare,92,Design,46,5,0,Employed
S0677,28,Other,Business,1,Region B,2.41,1,0,Part-Time,1,0,Tech,Low,5,Healthcare,2,Tech,6,6,1,Employed
S0678,27,Male,Arts,3,Region C,2.63,1,1,Full-Time,1,1,Healthcare,High,3,Healthcare,23,Healthcare,13,6,0,Unemployed
S0679,27,Female,Engineering,5,Region C,3.27,1,0,Part-Time,1,0,Business,Low,6,Business,64,Finance,47,4,1,Employed
S0680,20,Female,Science,1,Region C,2.8,1,1,Part-Time,0,1,Tech,Medium,3,Tech,47,Design,5,1,1,Unemployed
S0681,24,Female,Science,5,Region C,2.01,1,1,Part-Time,0,1,Healthcare,Medium,5,Design,9,Healthcare,33,3,1,Self-Employed
S0682,20,Female,Law,3,Region A,3.05,1,1,Part-Time,1,1,Tech,High,3,Design,12,Healthcare,79,10,1,Unemployed
S0683,19,Female,Engineering,5,Region B,3.84,0,1,Internship,0,1,Healthcare,High,6,Business,99,Healthcare,100,4,0,Employed
S0684,29,Female,Arts,3,Region C,3.62,1,1,Part-Time,1,1,Healthcare,Medium,10,Tech,72,Education,99,4,0,Employed
S0685,27,Female,Science,3,Region B,3.65,1,0,Internship,0,0,Healthcare,Medium,5,Tech,13,Education,45,4,1,Self-Employed
S0686,21,Female,Engineering,4,Region B,3.59,0,1,Full-Time,1,1,Tech,Medium,9,Business,99,Finance,58,5,0,Unemployed
S0687,29,Male,Science,3,Region B,2.65,0,1,Full-Time,1,1,Healthcare,High,3,Finance,9,Healthcare,69,9,1,Self-Employed
S0688,25,Male,Arts,3,Region C,3.53,0,0,Internship,1,0,Business,Medium,6,Finance,39,Education,7,4,0,Unemployed
S0689,26,Female,Science,2,Region A,2.29,1,1,Full-Time,1,1,Finance,High,8,Tech,22,Education,23,9,1,Unemployed
S0690,24,Female,Law,1,Region C,3.32,1,1,Full-Time,1,1,Finance,Medium,7,Finance,98,Education,66,9,0,Unemployed
S0691,18,Female,Law,4,Region B,3.28,1,1,Part-Time,0,1,Healthcare,Low,6,Finance,54,Finance,3,1,1,Self-Employed
S0692,20,Female,Science,4,Region B,2.05,1,0,Part-Time,0,1,Finance,Low,2,Finance,62,Finance,95,5,0,Self-Employed
S0693,29,Other,Engineering,4,Region A,3.58,1,0,Part-Time,1,1,Finance,Medium,7,Tech,70,Healthcare,0,9,0,Employed
S0694,26,Male,Engineering,2,Region C,3.81,1,1,Internship,1,1,Healthcare,Low,8,Finance,41,Design,33,4,1,Self-Employed
S0695,29,Male,Engineering,3,Region B,2.53,1,0,Internship,1,1,Healthcare,High,1,Design,98,Healthcare,8,5,0,Unemployed
S0696,18,Male,Science,1,Region A,3.62,1,1,Full-Time,1,1,Business,Low,9,Tech,65,Education,62,4,1,Unemployed
S0697,26,Male,Engineering,5,Region B,2.16,0,1,Part-Time,1,1,Design,Low,4,Business,78,Education,75,2,1,Unemployed
S0698,25,Female,Arts,3,Region A,3.2,1,1,Internship,1,0,Tech,High,8,Finance,72,Tech,9,10,0,Self-Employed
S0699,18,Male,Law,2,Region A,2.97,1,1,Internship,0,0,Healthcare,Low,10,Healthcare,46,Healthcare,9,2,1,Employed
S0700,23,Female,Arts,3,Region C,3.09,1,1,Part-Time,1,1,Healthcare,Low,7,Tech,80,Education,49,2,1,Self-Employed
S0701,22,Male,Engineering,3,Region B,3.85,1,0,Internship,1,1,Finance,Medium,10,Business,51,Education,43,1,1,Employed
S0702,23,Female,Arts,2,Region C,3.74,1,0,Part-Time,1,1,Business,High,7,Design,17,Design,47,3,1,Self-Employed
S0703,27,Female,Engineering,4,Region B,3.57,0,1,Full-Time,1,0,Finance,High,2,Business,78,Tech,86,10,1,Unemployed
S0704,29,Male,Science,4,Region C,2.55,1,1,Full-Time,1,1,Healthcare,Medium,1,Finance,17,Healthcare,5,1,0,Employed
S0705,22,Female,Arts,1,Region B,3.82,0,1,Full-Time,1,1,Healthcare,Medium,4,Healthcare,23,Finance,87,4,0,Self-Employed
S0706,23,Male,Science,1,Region C,2.2,1,1,Part-Time,1,1,Finance,Low,2,Finance,22,Healthcare,23,1,1,Unemployed
S0707,22,Male,Science,4,Region A,3.71,1,1,Internship,0,1,Healthcare,Low,8,Business,11,Healthcare,84,4,1,Employed
S0708,28,Male,Business,5,Region B,2.66,1,0,Full-Time,0,1,Design,Low,10,Tech,22,Design,94,3,0,Employed
S0709,29,Male,Engineering,3,Region B,2.11,1,0,Full-Time,1,1,Tech,Medium,7,Healthcare,20,Healthcare,57,9,1,Unemployed
S0710,22,Male,Law,5,Region A,3.34,1,0,Full-Time,1,1,Tech,High,8,Healthcare,63,Design,63,1,1,Unemployed
S0711,21,Female,Engineering,3,Region C,2.46,1,1,Internship,1,1,Tech,Low,6,Business,89,Design,93,8,0,Self-Employed
S0712,20,Female,Law,4,Region B,2.49,1,1,Internship,0,1,Design,Medium,1,Finance,71,Education,55,9,0,Self-Employed
S0713,20,Female,Engineering,1,Region B,2.61,1,1,Part-Time,0,1,Healthcare,High,9,Business,93,Finance,97,7,1,Unemployed
S0714,21,Male,Science,1,Region C,2.13,1,1,Full-Time,1,1,Finance,Medium,6,Healthcare,33,Design,81,1,0,Self-Employed
S0715,26,Female,Arts,5,Region A,2.35,1,1,Internship,1,1,Business,Low,10,Business,1,Tech,11,4,0,Unemployed
S0716,19,Male,Arts,1,Region C,2.01,0,1,Part-Time,1,1,Healthcare,Medium,1,Healthcare,68,Tech,34,10,0,Unemployed
S0717,26,Male,Business,4,Region C,2.89,1,0,Full-Time,1,1,Design,Medium,1,Finance,30,Finance,70,1,1,Self-Employed
S0718,18,Female,Law,5,Region C,2.17,1,1,Internship,0,1,Design,Medium,8,Tech,96,Design,88,4,1,Self-Employed
S0719,18,Male,Law,3,Region B,3.37,1,1,Internship,1,0,Tech,Medium,6,Tech,67,Finance,5,3,0,Employed
S0720,22,Female,Law,1,Region A,2.47,0,0,Part-Time,1,1,Healthcare,High,8,Business,69,Education,64,2,0,Employed
S0721,23,Female,Science,2,Region A,3.89,1,1,Full-Time,0,1,Tech,Low,8,Healthcare,86,Tech,79,1,1,Self-Employed
S0722,23,Male,Law,1,Region C,3.74,0,1,Full-Time,1,1,Business,High,8,Tech,18,Healthcare,59,6,1,Self-Employed
S0723,20,Male,Arts,3,Region B,2.58,0,0,Internship,0,1,Tech,Medium,10,Healthcare,71,Tech,67,7,1,Self-Employed
S0724,24,Male,Science,5,Region C,3.57,1,1,Full-Time,0,1,Business,Medium,7,Finance,12,Design,28,6,1,Employed
S0725,26,Female,Engineering,3,Region B,3.61,1,1,Part-Time,0,0,Design,Low,7,Business,64,Finance,37,9,1,Self-Employed
S0726,28,Male,Law,2,Region B,3.97,0,0,Internship,0,1,Tech,Low,10,Healthcare,5,Tech,91,9,0,Employed
S0727,29,Male,Law,4,Region B,3.2,1,1,Internship,1,1,Tech,High,4,Business,70,Healthcare,21,2,1,Employed
S0728,27,Male,Engineering,1,Region B,2.16,1,0,Part-Time,1,0,Finance,High,9,Healthcare,26,Healthcare,7,2,1,Employed
S0729,25,Female,Law,5,Region A,3.29,1,1,Internship,1,1,Design,Low,2,Healthcare,78,Finance,62,9,1,Employed
S0730,23,Male,Engineering,4,Region B,3.25,0,0,Full-Time,1,1,Finance,High,9,Finance,51,Finance,95,1,1,Unemployed
S0731,29,Male,Science,3,Region B,3.28,1,1,Full-Time,0,1,Business,Medium,10,Business,97,Tech,96,5,0,Self-Employed
S0732,25,Female,Arts,5,Region C,2.61,1,1,Internship,0,1,Business,Medium,3,Design,86,Design,12,1,0,Self-Employed
S0733,29,Female,Engineering,4,Region C,3.72,1,0,Part-Time,1,1,Design,Low,2,Healthcare,47,Education,26,7,1,Unemployed
S0734,22,Male,Business,5,Region A,3.92,1,1,Part-Time,1,1,Business,High,4,Healthcare,87,Healthcare,17,9,1,Self-Employed
S0735,25,Male,Engineering,2,Region C,2.44,1,1,Full-Time,0,0,Design,Medium,5,Tech,78,Finance,17,6,1,Employed
S0736,27,Male,Law,2,Region B,2.18,0,1,Part-Time,1,1,Business,Low,2,Business,98,Education,76,2,1,Unemployed
S0737,29,Female,Science,1,Region C,2.39,1,1,Internship,1,1,Healthcare,High,1,Design,67,Education,85,6,0,Employed
S0738,21,Male,Science,1,Region A,3.64,1,1,Internship,1,1,Tech,Medium,10,Finance,43,Education,61,9,0,Unemployed
S0739,27,Female,Engineering,2,Region C,3.35,1,0,Full-Time,1,1,Healthcare,High,5,Design,100,Design,13,3,1,Employed
S0740,25,Female,Arts,5,Region C,3.27,1,0,Full-Time,0,1,Design,High,9,Finance,16,Finance,10,9,0,Self-Employed
S0741,27,Female,Business,2,Region A,2.8,0,1,Full-Time,1,1,Design,High,5,Design,94,Healthcare,85,8,1,Self-Employed
S0742,29,Male,Science,1,Region A,3.16,1,1,Part-Time,0,1,Healthcare,Low,10,Design,37,Finance,99,7,0,Self-Employed
S0743,19,Female,Law,2,Region B,2.62,1,0,Internship,1,1,Tech,Medium,9,Business,9,Tech,16,8,1,Unemployed
S0744,29,Female,Law,2,Region C,2.95,1,1,Internship,0,0,Tech,Low,10,Tech,53,Healthcare,50,10,1,Self-Employed
S0745,29,Female,Arts,5,Region B,3.59,1,0,Internship,1,1,Finance,Medium,6,Design,90,Finance,95,6,1,Unemployed
S0746,22,Male,Science,4,Region C,3.96,1,1,Full-Time,0,1,Business,Medium,3,Healthcare,5,Healthcare,13,3,0,Employed
S0747,26,Other,Engineering,1,Region C,3.86,1,0,Internship,1,1,Finance,Low,4,Healthcare,5,Tech,56,7,1,Self-Employed
S0748,21,Male,Law,5,Region B,3.87,0,0,Part-Time,1,1,Tech,Low,4,Healthcare,51,Healthcare,92,4,1,Employed
S0749,28,Male,Arts,2,Region C,2.8,1,1,Part-Time,1,1,Healthcare,Medium,1,Tech,14,Education,5,10,1,Self-Employed
S0750,23,Male,Science,2,Region C,2.94,1,0,Internship,1,1,Business,Medium,3,Design,67,Design,56,5,0,Employed
S0751,18,Female,Science,4,Region C,3.41,1,1,Full-Time,1,1,Healthcare,Medium,3,Finance,56,Tech,3,8,0,Unemployed
S0752,26,Male,Science,1,Region A,3.84,1,0,Internship,1,1,Finance,High,1,Finance,55,Healthcare,10,7,0,Self-Employed
S0753,18,Male,Science,1,Region B,2.28,1,1,Part-Time,1,1,Design,Medium,9,Business,6,Tech,73,7,0,Unemployed
S0754,22,Male,Science,3,Region A,2.61,0,1,Part-Time,1,1,Healthcare,Low,1,Tech,50,Education,91,8,1,Unemployed
S0755,21,Male,Law,1,Region B,2.28,0,0,Part-Time,1,1,Finance,Low,9,Design,57,Design,10,10,1,Employed
S0756,29,Female,Arts,4,Region B,3.22,1,1,Internship,1,1,Finance,Low,1,Healthcare,63,Tech,98,3,0,Self-Employed
S0757,20,Female,Science,3,Region C,2.61,0,1,Part-Time,1,1,Finance,Medium,2,Tech,25,Education,78,3,0,Unemployed
S0758,23,Male,Business,3,Region B,2.65,1,1,Full-Time,1,1,Design,Medium,2,Tech,57,Education,7,2,0,Employed
S0759,19,Male,Business,2,Region A,2.14,0,1,Internship,1,1,Design,High,6,Design,30,Education,83,1,1,Employed
S0760,20,Female,Arts,2,Region A,2.7,1,1,Internship,1,1,Design,High,7,Business,65,Healthcare,58,10,1,Employed
S0761,22,Male,Engineering,1,Region A,3.72,1,0,Part-Time,1,1,Business,Low,1,Business,91,Finance,20,6,1,Self-Employed
S0762,26,Male,Engineering,3,Region B,2.47,0,0,Part-Time,0,1,Design,High,3,Business,12,Tech,64,6,1,Self-Employed
S0763,19,Other,Engineering,2,Region A,3.39,1,1,Full-Time,1,1,Design,High,2,Healthcare,17,Finance,92,10,1,Employed
S0764,27,Female,Business,4,Region B,3.26,0,1,Internship,1,0,Design,Low,8,Healthcare,93,Education,23,8,0,Self-Employed
S0765,25,Male,Engineering,2,Region A,3.73,1,0,Part-Time,1,1,Healthcare,Medium,9,Design,74,Finance,29,6,0,Employed
S0766,19,Female,Law,2,Region A,2.26,0,1,Full-Time,1,1,Design,High,2,Business,12,Education,98,6,1,Self-Employed
S0767,28,Male,Science,3,Region B,3.96,1,1,Part-Time,0,1,Business,Medium,2,Design,23,Education,96,1,1,Self-Employed
S0768,22,Female,Business,3,Region A,3.17,1,1,Internship,1,1,Finance,Low,10,Business,56,Design,83,7,0,Employed
S0769,24,Male,Arts,5,Region C,3.99,0,0,Part-Time,1,1,Healthcare,Low,9,Tech,28,Design,56,7,0,Employed
S0770,25,Male,Arts,4,Region B,3.82,0,1,Internship,1,0,Tech,High,4,Finance,55,Finance,79,10,0,Self-Employed
S0771,18,Male,Science,3,Region B,2.44,1,0,Part-Time,0,1,Design,Low,5,Finance,53,Tech,72,9,1,Employed
S0772,23,Female,Business,1,Region B,2.11,0,1,Internship,1,1,Finance,Low,9,Business,4,Finance,94,7,1,Employed
S0773,18,Female,Engineering,4,Region C,2.51,1,1,Full-Time,1,1,Finance,Low,6,Design,34,Tech,16,8,1,Employed
S0774,19,Male,Engineering,4,Region B,3.06,1,1,Internship,0,0,Healthcare,High,10,Healthcare,18,Finance,58,4,0,Employed
S0775,18,Male,Law,3,Region A,2.34,1,0,Full-Time,1,1,Tech,High,9,Business,54,Healthcare,30,9,0,Self-Employed
S0776,28,Female,Law,4,Region A,2.33,1,0,Internship,0,1,Business,High,9,Business,76,Healthcare,63,1,0,Unemployed
S0777,22,Male,Engineering,3,Region A,2.93,1,1,Full-Time,1,0,Finance,Low,7,Healthcare,68,Tech,47,8,1,Self-Employed
S0778,27,Male,Arts,2,Region B,2.07,1,1,Part-Time,0,1,Finance,Medium,10,Business,43,Design,22,3,1,Employed
S0779,26,Other,Arts,5,Region A,2.24,1,0,Internship,0,1,Finance,Low,9,Tech,77,Tech,69,1,1,Employed
S0780,23,Male,Law,2,Region B,2.83,0,1,Part-Time,1,1,Finance,High,5,Healthcare,37,Finance,29,2,0,Self-Employed
S0781,28,Female,Science,3,Region A,2.13,0,0,Full-Time,0,1,Healthcare,Medium,5,Tech,61,Education,54,6,1,Employed
S0782,28,Other,Engineering,3,Region C,2.79,1,0,Internship,0,1,Tech,Medium,8,Finance,21,Healthcare,6,5,1,Self-Employed
S0783,18,Male,Law,2,Region C,2.95,1,0,Internship,1,0,Finance,High,10,Healthcare,72,Education,74,3,1,Unemployed
S0784,18,Male,Law,1,Region C,2.9,0,0,Part-Time,1,1,Business,Medium,4,Healthcare,39,Healthcare,97,9,1,Employed
S0785,19,Male,Engineering,1,Region C,3.74,1,0,Internship,1,1,Business,Medium,9,Design,25,Finance,11,8,1,Unemployed
S0786,26,Female,Engineering,1,Region B,3.06,1,1,Internship,1,1,Design,High,7,Design,4,Healthcare,59,3,1,Unemployed
S0787,20,Female,Arts,3,Region A,2.94,0,1,Part-Time,1,1,Finance,Medium,7,Healthcare,92,Tech,51,2,0,Employed
S0788,18,Female,Science,4,Region C,2.82,1,1,Internship,1,1,Finance,Medium,3,Finance,53,Education,26,8,0,Employed
S0789,22,Male,Science,3,Region B,3.64,0,0,Part-Time,0,1,Finance,High,4,Business,85,Education,11,5,0,Self-Employed
S0790,24,Female,Engineering,4,Region C,3.79,1,0,Part-Time,0,1,Finance,Medium,7,Design,48,Finance,12,9,1,Self-Employed
S0791,23,Female,Business,2,Region C,3.71,0,0,Part-Time,1,0,Finance,Medium,5,Finance,2,Education,71,1,1,Employed
S0792,29,Female,Law,5,Region B,3.35,1,0,Part-Time,1,0,Business,Medium,3,Finance,91,Finance,79,10,0,Self-Employed
S0793,18,Female,Law,4,Region B,2.27,0,1,Part-Time,1,1,Tech,Medium,1,Design,37,Design,61,3,1,Unemployed
S0794,22,Female,Engineering,1,Region A,2.55,1,1,Full-Time,1,0,Tech,High,7,Business,13,Tech,28,5,1,Unemployed
S0795,22,Female,Business,3,Region A,2.09,1,0,Full-Time,1,1,Design,Low,6,Design,46,Healthcare,34,2,1,Employed
S0796,23,Female,Arts,2,Region C,3.86,0,0,Part-Time,0,1,Business,Low,10,Finance,13,Healthcare,59,3,1,Self-Employed
S0797,20,Male,Engineering,1,Region C,3.32,1,0,Full-Time,0,1,Finance,Medium,7,Tech,74,Healthcare,28,4,1,Employed
S0798,22,Male,Engineering,2,Region A,3.49,1,0,Full-Time,1,1,Tech,High,2,Design,72,Design,30,4,0,Unemployed
S0799,24,Female,Law,5,Region A,2.62,0,1,Internship,1,1,Healthcare,High,4,Finance,37,Tech,76,9,0,Employed
S0800,22,Male,Engineering,3,Region B,3.69,1,0,Part-Time,1,0,Healthcare,Medium,2,Design,63,Education,75,1,1,Employed
S0801,22,Female,Engineering,3,Region A,2.52,1,1,Full-Time,0,1,Healthcare,Low,8,Finance,43,Education,60,9,0,Employed
S0802,22,Other,Engineering,5,Region A,2.0,1,1,Internship,1,1,Finance,Medium,7,Business,69,Tech,1,9,0,Employed
S0803,27,Female,Law,3,Region C,2.75,1,1,Internship,1,1,Finance,High,1,Finance,64,Tech,32,6,1,Unemployed
S0804,27,Male,Arts,4,Region A,3.14,1,1,Part-Time,0,1,Design,High,2,Healthcare,24,Healthcare,71,1,1,Employed
S0805,20,Male,Arts,2,Region C,2.96,0,1,Part-Time,1,1,Design,Low,2,Tech,15,Education,61,6,1,Employed
S0806,18,Male,Engineering,1,Region A,3.72,1,0,Internship,1,1,Design,High,4,Finance,14,Tech,58,8,0,Self-Employed
S0807,22,Female,Law,5,Region B,2.21,1,1,Part-Time,1,1,Healthcare,High,3,Design,97,Education,39,5,1,Employed
S0808,26,Female,Arts,4,Region A,3.11,1,1,Part-Time,1,1,Finance,High,1,Design,80,Tech,48,5,0,Self-Employed
S0809,18,Female,Arts,1,Region A,3.03,1,0,Internship,0,1,Healthcare,Low,2,Finance,2,Finance,31,1,0,Employed
S0810,20,Male,Arts,1,Region A,2.56,1,1,Internship,1,1,Design,High,9,Healthcare,66,Healthcare,37,1,1,Self-Employed
S0811,21,Female,Law,5,Region C,3.64,0,1,Part-Time,0,1,Finance,Medium,1,Finance,36,Tech,91,8,0,Employed
S0812,18,Female,Law,4,Region B,3.51,0,1,Full-Time,1,1,Business,Low,9,Business,80,Design,78,5,0,Self-Employed
S0813,18,Male,Engineering,1,Region A,3.47,0,0,Part-Time,1,1,Tech,Medium,7,Healthcare,54,Tech,86,8,1,Employed
S0814,25,Female,Science,1,Region C,3.75,0,0,Full-Time,1,1,Tech,Medium,2,Finance,37,Finance,87,10,0,Employed
S0815,19,Male,Arts,4,Region B,3.45,1,1,Internship,1,0,Design,Low,2,Tech,62,Design,12,2,1,Self-Employed
S0816,29,Male,Science,3,Region C,2.46,0,0,Full-Time,1,0,Healthcare,Medium,5,Healthcare,0,Design,84,4,1,Employed
S0817,25,Female,Law,1,Region C,3.41,0,1,Internship,1,1,Business,Low,5,Finance,70,Tech,53,10,1,Employed
S0818,24,Male,Law,2,Region B,2.62,0,1,Part-Time,1,1,Finance,Medium,4,Tech,89,Finance,75,9,0,Employed
S0819,27,Female,Law,4,Region A,2.48,0,0,Part-Time,1,0,Healthcare,Low,10,Finance,18,Design,12,3,1,Employed
S0820,27,Female,Science,1,Region C,2.15,0,1,Internship,1,1,Design,High,10,Business,51,Healthcare,38,6,0,Unemployed
S0821,19,Female,Law,5,Region C,3.49,0,1,Internship,1,1,Healthcare,High,3,Design,29,Healthcare,22,7,1,Employed
S0822,23,Male,Engineering,2,Region A,3.42,1,0,Internship,1,1,Design,Medium,4,Finance,54,Education,91,3,0,Unemployed
